Longitude,Latitude,Altitude,Slope,Curve,Speed,EC_DP,Red,IR,Moisture,Soil_Temp_C
-111.7108434,33.0818166,387.4,1.2115,-0.0335,5.01,280.14,388.54,1219.21,27.76,19.63
-111.7108184,33.0818166,387.5,1.2274,-0.0361,5.11,300.34,391.32,1229.1,27.81,19.59
-111.7107934,33.0818166,387.5,1.24,-0.0383,5.2,313.35,392,1235.23,27.85,19.54
-111.7107666,33.0818166,387.6,1.2521,-0.0423,5.26,334.86,391.31,1237.93,27.85,19.5
-111.7107417,33.0818166,387.5,1.2559,-0.0451,5.29,361.95,390.06,1239.59,27.81,19.49
-111.710715,33.0818166,387.5,1.2517,-0.049,5.3,378.8,387.54,1241.07,27.71,19.5
-111.7106884,33.0818166,387.5,1.2431,-0.0534,5.3,367.05,384.01,1241.69,27.59,19.49
-111.7106634,33.0818149,387.5,1.2355,-0.0567,5.28,337.77,380.98,1241.38,27.45,19.47
-111.7106366,33.0818149,387.5,1.2137,-0.06,5.26,307.11,378.79,1240.26,27.29,19.45
-111.7106116,33.0818133,387.4,1.1942,-0.0613,5.23,284.68,378.49,1239.71,27.15,19.44
-111.7105867,33.0818133,387.5,1.1654,-0.0618,5.21,266.25,380.48,1241.43,27.03,19.44
-111.7105634,33.0818149,387.6,1.1274,-0.0622,5.19,252.81,383.13,1244.75,26.95,19.45
-111.7105384,33.0818149,387.6,1.0957,-0.059,5.16,243.41,385.1,1247.61,26.89,19.44
-111.7105134,33.0818149,387.6,1.0611,-0.0547,5.12,237.02,386.24,1247.76,26.84,19.42
-111.71049,33.0818149,387.6,1.0284,-0.0479,5.08,233.38,387.24,1245.6,26.82,19.4
-111.710465,33.0818149,387.7,0.9979,-0.0404,5.04,228.83,388.02,1241.79,26.82,19.39
-111.7104416,33.0818149,387.7,0.9698,-0.0343,5.02,220.73,387.58,1237.9,26.84,19.38
-111.7104167,33.0818133,387.7,0.9477,-0.0287,5,211.68,386.15,1235.52,26.87,19.35
-111.7103917,33.0818133,387.7,0.9262,-0.0239,5,212.21,384.65,1235.87,26.91,19.3
-111.7103684,33.0818116,387.6,0.9139,-0.0207,5,225.58,383.67,1237.87,26.95,19.26
-111.7103434,33.0818116,387.6,0.9033,-0.0189,5,247.85,383.01,1240.99,27,19.23
-111.7103183,33.0818116,387.5,0.8956,-0.0191,5,275.1,383.17,1244.46,27.06,19.26
-111.710295,33.0818116,387.5,0.8932,-0.0205,5,305.76,384.59,1246.89,27.1,19.32
-111.71027,33.0818116,387.4,0.8966,-0.0234,5.01,340.85,387.22,1248.07,27.15,19.38
-111.7101967,33.0818133,387.4,0.9179,-0.0403,5.12,376.9,393.65,1250.24,27.34,19.4
-111.7101467,33.0818133,387.4,0.9505,-0.0533,5.18,429.86,385.8,1247.17,27.28,19.46
-111.71012,33.0818133,387.4,0.9712,-0.0578,5.2,443.66,382.15,1246.48,27.24,19.49
-111.7100434,33.0818149,387.4,1.0262,-0.0608,5.29,500.35,381.27,1254.47,27.12,19.61
-111.709755,33.0818233,387.6,1.0628,-0.0312,4.87,292.73,378.37,1211.95,26.75,19.55
-111.7097317,33.081825,387.5,1.0487,-0.0319,4.91,262.44,379.63,1210.44,26.76,19.43
-111.7097083,33.0818233,387.6,1.0445,-0.0319,4.96,244.29,379.97,1207.09,26.8,19.32
-111.709685,33.0818233,387.6,1.0362,-0.0326,5.03,252.01,379.89,1203.65,26.89,19.22
-111.70966,33.0818233,387.6,1.0251,-0.0333,5.11,288.5,380.12,1203.17,27.05,19.14
-111.7096334,33.081825,387.6,1.0088,-0.0345,5.18,334.33,380.57,1206.6,27.29,19.08
-111.7096084,33.081825,387.6,0.9972,-0.0353,5.23,362.26,380.89,1210.6,27.52,19.06
-111.7095834,33.081825,387.7,0.9867,-0.036,5.26,372.08,381.27,1214.21,27.74,19.08
-111.7095566,33.081825,387.7,0.9755,-0.0368,5.28,366.05,380.66,1218.1,27.94,19.13
-111.7095317,33.081825,387.7,0.9671,-0.0375,5.3,348.74,378.49,1220.91,28.07,19.16
-111.709505,33.0818266,387.7,0.955,-0.038,5.3,319.72,375.58,1221.4,28.14,19.16
-111.7094534,33.0818266,387.7,0.9321,-0.0385,5.35,267.37,373.61,1217.01,28.06,19.13
-111.7094268,33.0818266,387.6,0.9195,-0.0384,5.37,262.81,373.79,1216.38,27.94,19.09
-111.7094,33.0818283,387.6,0.9102,-0.038,5.38,265.52,373.41,1215.17,27.77,19.05
-111.7093734,33.0818283,387.6,0.9028,-0.0372,5.38,271.87,373.14,1212.81,27.59,19.04
-111.7093484,33.08183,387.6,0.9001,-0.0362,5.36,275.53,373.7,1209.87,27.41,19.09
-111.7093217,33.08183,387.6,0.8959,-0.0346,5.34,270.83,375.19,1206.96,27.22,19.16
-111.709295,33.08183,387.7,0.8982,-0.0324,5.31,258.29,377.84,1207.41,27.08,19.2
-111.70927,33.08183,387.8,0.9009,-0.0298,5.3,243.68,380.8,1212.53,27,19.2
-111.7092434,33.08183,387.8,0.9075,-0.0267,5.3,230.13,382.2,1219.04,26.99,19.16
-111.7092168,33.08183,387.8,0.9164,-0.023,5.3,227.18,381.14,1221.63,27.07,19.09
-111.7091916,33.08183,387.8,0.9238,-0.0192,5.3,238.22,379.99,1220.35,27.18,19.05
-111.7091666,33.0818283,387.8,0.9225,-0.017,5.29,260.76,380.43,1218.37,27.3,19.07
-111.70914,33.0818283,387.8,0.9283,-0.0141,5.26,297.69,382.64,1217.64,27.42,19.14
-111.709115,33.0818283,387.7,0.9253,-0.0145,5.23,338.77,385.25,1218.77,27.53,19.19
-111.7090917,33.0818266,387.8,0.9151,-0.016,5.18,366.91,387.13,1221.69,27.63,19.18
-111.7090434,33.081825,387.8,0.8885,-0.0282,5.06,343.69,385.55,1229.92,27.76,19
-111.7090184,33.081825,387.9,0.8703,-0.0418,5.06,316.79,383.28,1230.57,27.76,18.95
-111.708995,33.081825,387.9,0.8541,-0.0585,5.12,293.33,382.08,1228.6,27.73,18.95
-111.70897,33.081825,388,0.828,-0.0826,5.23,271.18,381.41,1222.27,27.65,18.94
-111.7089434,33.0818233,388,0.7935,-0.1131,5.36,262.13,380.73,1211.02,27.52,18.9
-111.7089167,33.0818233,388,0.7642,-0.1458,5.45,273.07,380.02,1202.89,27.37,18.88
-111.7088916,33.0818233,388,0.7377,-0.1767,5.48,287.98,379.62,1204.51,27.22,18.88
-111.7088633,33.0818216,388,0.7025,-0.2113,5.46,291.8,379.85,1212.49,27.06,18.91
-111.7088366,33.0818216,388.1,0.6821,-0.2416,5.41,290.76,381.42,1218.38,26.97,18.94
-111.7088117,33.0818216,388,0.6636,-0.2667,5.33,300.03,383.89,1221.89,26.92,18.96
-111.7087866,33.0818216,388,0.6529,-0.2871,5.27,311.26,386.23,1225.06,26.91,18.94
-111.7087616,33.0818216,388,0.6461,-0.3049,5.22,307.44,387.23,1226.59,26.93,18.9
-111.7087366,33.0818216,388,0.6436,-0.3221,5.19,287.48,386.09,1225.06,26.98,18.85
-111.7087117,33.0818216,388,0.6441,-0.3406,5.16,264.87,383.43,1221.99,27.07,18.78
-111.7086867,33.0818216,388,0.6448,-0.365,5.12,250.15,380.66,1220.01,27.19,18.7
-111.7086633,33.0818216,388.1,0.6491,-0.3925,5.08,245.3,378.93,1219.46,27.33,18.65
-111.7086384,33.0818216,388.1,0.6555,-0.4242,5.04,246.73,378.16,1218.09,27.47,18.64
-111.708615,33.0818216,388.1,0.6613,-0.4562,5.02,251.58,378.06,1215.18,27.59,18.7
-111.70859,33.0818216,388.1,0.6683,-0.4926,5.02,258.49,378.31,1212.92,27.69,18.8
-111.708565,33.0818216,388.1,0.6758,-0.5283,5.04,263.82,379.57,1214.65,27.72,18.91
-111.70854,33.0818233,388,0.6918,-0.558,5.08,264.31,382.17,1218.23,27.66,18.97
-111.708515,33.0818233,388,0.7029,-0.5866,5.12,262.33,384.94,1218.71,27.54,18.99
-111.70849,33.0818233,388,0.7055,-0.6139,5.15,265.6,385.92,1214.71,27.37,18.97
-111.708465,33.0818233,388,0.7124,-0.6339,5.17,278.92,384.68,1209.83,27.22,18.9
-111.70844,33.0818233,388,0.7167,-0.6491,5.15,298.25,382.38,1208.46,27.13,18.81
-111.7084167,33.0818216,387.9,0.7107,-0.6646,5.12,314.88,380.42,1211.59,27.13,18.76
-111.7083933,33.0818216,387.9,0.7136,-0.6711,5.08,325.72,379.79,1217.32,27.2,18.78
-111.7083684,33.0818216,387.9,0.7152,-0.7094,5.05,328.54,381.37,1222.81,27.36,18.86
-111.7083434,33.0818216,387.9,0.7114,-0.7695,5.03,321.83,384.36,1225.17,27.56,18.93
-111.70832,33.0818216,387.9,0.7106,-0.8315,5.04,308.78,386.24,1225.57,27.73,18.94
-111.708295,33.08182,388,0.6959,-0.939,5.08,294.68,386.17,1227.32,27.88,18.89
-111.70827,33.0818183,388,0.6795,-1.0952,5.12,289.58,385.27,1231.15,27.96,18.83
-111.7082434,33.0818183,387.9,0.6715,-1.3141,5.16,296.18,385.51,1234.38,28.01,18.78
-111.7082183,33.0818183,387.9,0.6609,-1.5807,5.18,304.98,386.87,1235.89,28.04,18.77
-111.708195,33.0818166,387.9,0.641,-1.8946,5.17,307.71,387.72,1237.9,28.07,18.77
-111.70817,33.0818166,387.9,0.6328,-2.2549,5.15,301.71,386.98,1241.47,28.11,18.76
-111.708145,33.0818166,387.9,0.6224,-2.6245,5.1,291.47,385.52,1245.05,28.15,18.74
-111.7081217,33.0818149,387.9,0.6021,-2.9804,5.05,287.91,385.15,1247.77,28.21,18.73
-111.7080967,33.0818149,387.9,0.598,-3.2574,5.01,295.73,386.14,1250.67,28.28,18.74
-111.7080717,33.0818149,387.9,0.5936,-3.4296,4.95,313.34,387.95,1253.58,28.36,18.8
-111.7080249,33.0818149,388,0.596,-3.3796,4.79,336.53,389.46,1251.45,28.52,18.94
-111.7080016,33.0818149,388,0.6033,-3.1693,4.74,327.2,387.22,1246.66,28.56,18.95
-111.70798,33.0818149,388.1,0.609,-2.8887,4.72,311.88,384.35,1242.85,28.58,18.94
-111.7079567,33.0818149,388.1,0.6187,-2.5097,4.72,295.71,382.33,1240.88,28.56,18.92
-111.7079334,33.0818149,388.1,0.6318,-2.0917,4.71,283.09,382.78,1241.68,28.52,18.89
-111.70791,33.0818149,388.2,0.6424,-1.6811,4.69,271.91,385.54,1244.07,28.43,18.88
-111.7078867,33.0818166,388.1,0.6624,-1.2933,4.61,254.32,388.89,1246.08,28.31,18.9
-111.707865,33.0818183,388.1,0.6764,-0.982,4.48,225,391.36,1246.6,28.18,18.98
-111.7078267,33.0818183,388.1,0.6875,-0.5734,4.18,147.6,393.74,1244.72,27.95,19.19
-111.7078284,33.08215,387.9,1.3751,-0.018,2.49,322.41,379.23,1201.78,27.59,19.46
-111.7078366,33.08215,387.9,1.3753,-0.0175,2.57,322.03,378.67,1201.69,27.59,19.45
-111.70785,33.08215,387.9,1.3732,-0.0168,2.71,321.19,377.98,1201.85,27.6,19.44
-111.7078634,33.0821483,387.9,1.3714,-0.0158,2.87,320.49,377.65,1202.42,27.62,19.43
-111.70788,33.0821483,387.9,1.3676,-0.0146,3.09,319.63,377.86,1203.87,27.66,19.42
-111.7078984,33.0821466,387.9,1.3629,-0.0128,3.35,319.66,378.9,1206.64,27.72,19.41
-111.7079166,33.0821466,387.9,1.3569,-0.011,3.59,321.64,380.44,1210.26,27.79,19.42
-111.7079367,33.082145,387.8,1.3505,-0.0088,3.82,328.86,382.05,1214.33,27.89,19.42
-111.7079567,33.0821433,387.8,1.3432,-0.0064,3.99,342.78,382.91,1216.89,27.99,19.4
-111.7079766,33.0821416,387.8,1.3358,-0.004,4.1,359.38,382.69,1216.6,28.08,19.34
-111.7079984,33.0821416,387.8,1.3261,-0.0015,4.19,370.27,381.21,1212.87,28.17,19.27
-111.7080184,33.08214,387.9,1.3172,0.0008,4.26,367.4,379.33,1207.64,28.23,19.22
-111.70804,33.08214,387.9,1.3068,0.0029,4.34,353.44,377.63,1202.07,28.27,19.19
-111.7080617,33.0821383,387.9,1.2961,0.0048,4.46,334.85,376.58,1197.59,28.28,19.13
-111.7080834,33.0821383,387.9,1.2852,0.0063,4.59,316.62,376.18,1194.1,28.28,19.02
-111.7081067,33.0821383,387.9,1.2737,0.0075,4.75,298.17,376.3,1191.31,28.25,18.87
-111.7081317,33.0821366,387.9,1.2633,0.0083,4.9,282.59,377.11,1190.17,28.19,18.73
-111.708155,33.0821366,387.9,1.2532,0.0087,5,275.42,378.18,1191.62,28.09,18.67
-111.70818,33.0821366,387.9,1.2416,0.0089,5.09,276.36,378.73,1195.99,27.93,18.7
-111.708205,33.0821366,387.9,1.2306,0.0088,5.14,281.15,378.38,1202,27.73,18.78
-111.7082317,33.0821366,387.9,1.217,0.0085,5.18,288.7,378.55,1207.7,27.49,18.82
-111.7082567,33.0821366,387.8,1.205,0.008,5.2,301.54,380.13,1210.73,27.27,18.81
-111.7082816,33.0821366,387.8,1.1906,0.0075,5.21,321.8,382.16,1211.92,27.08,18.79
-111.7083068,33.0821366,387.8,1.1799,0.007,5.23,343.05,383.2,1211.3,26.93,18.78
-111.7083333,33.0821366,387.8,1.1638,0.0065,5.24,354.84,383.1,1207.72,26.83,18.76
-111.7083584,33.0821366,387.9,1.1473,0.0062,5.22,350.74,382.37,1202.16,26.77,18.74
-111.7083834,33.0821366,387.8,1.1266,0.0059,5.16,334.78,381.51,1197.2,26.74,18.73
-111.7084084,33.0821366,387.8,1.1053,0.0058,5.09,312.61,380.75,1195.58,26.72,18.73
-111.7084334,33.0821366,387.7,1.0823,0.0058,5.04,289.36,380.27,1198.02,26.71,18.75
-111.7084567,33.0821366,387.6,1.0603,0.0058,5.03,270.36,379.94,1202.5,26.72,18.76
-111.7084817,33.0821366,387.6,1.0363,0.0058,5.05,256.71,379.81,1208.14,26.76,18.77
-111.7085066,33.0821366,387.5,1.0093,0.0059,5.1,252.87,380.26,1213.89,26.82,18.74
-111.7085317,33.0821366,387.5,0.9807,0.006,5.15,256.4,381.05,1218.05,26.9,18.7
-111.7085567,33.0821366,387.5,0.9532,0.006,5.17,259.59,381,1218.53,26.98,18.68
-111.7085833,33.0821383,387.5,0.9201,0.0061,5.14,258.61,379.93,1214.68,27.07,18.68
-111.7086066,33.0821383,387.6,0.8919,0.0062,5.08,259.38,379.12,1209.35,27.13,18.72
-111.7086316,33.0821383,387.6,0.8679,0.0064,4.96,266.75,379.37,1205.95,27.2,18.76
-111.708655,33.0821383,387.6,0.8416,0.007,4.85,276.22,380.82,1209.1,27.25,18.77
-111.70868,33.0821366,387.6,0.8199,0.0077,4.79,280.82,382.39,1217.86,27.28,18.74
-111.7087034,33.0821366,387.7,0.7928,0.009,4.79,278.24,382.1,1225.51,27.29,18.7
-111.7087268,33.082135,387.7,0.7727,0.0104,4.85,273.49,380.31,1229.8,27.3,18.67
-111.70875,33.082135,387.7,0.7492,0.0122,4.93,272.98,379.07,1231.41,27.3,18.69
-111.708775,33.082135,387.7,0.725,0.0147,5.03,280.46,379.93,1231.48,27.28,18.73
-111.7088,33.082135,387.7,0.7032,0.0177,5.12,294.33,382.07,1231.49,27.24,18.74
-111.708825,33.082135,387.7,0.6807,0.0218,5.18,308.8,383.01,1230.65,27.18,18.73
-111.7088517,33.082135,387.7,0.6596,0.0271,5.22,319.78,381.44,1224.73,27.09,18.72
-111.7088766,33.082135,387.7,0.6426,0.0325,5.21,323.71,378.98,1213.66,26.98,18.74
-111.7089016,33.082135,387.7,0.6278,0.0384,5.17,318.63,377.02,1202.5,26.87,18.77
-111.7089266,33.0821333,387.7,0.6215,0.0445,5.1,306.75,376.35,1197.53,26.77,18.81
-111.7089499,33.0821333,387.7,0.6136,0.0507,5.05,294.81,377.15,1198.88,26.71,18.84
-111.7089734,33.0821333,387.6,0.6067,0.0575,5.02,283.24,378.4,1201.74,26.69,18.89
-111.7089984,33.0821333,387.6,0.6041,0.0648,5.02,272.02,379.14,1203.11,26.68,18.97
-111.7090217,33.0821333,387.6,0.6018,0.0715,5.04,266.21,379.81,1204.49,26.67,19.05
-111.7090466,33.0821333,387.6,0.6028,0.0784,5.08,267.38,380.92,1208.49,26.63,19.11
-111.7090717,33.0821333,387.6,0.6026,0.0851,5.12,270.83,381.4,1213.06,26.54,19.14
-111.7090983,33.0821333,387.6,0.6098,0.0909,5.15,275.16,380.36,1214.38,26.4,19.17
-111.7091234,33.0821333,387.6,0.6144,0.0965,5.15,283.93,378.58,1212.66,26.25,19.22
-111.7091484,33.0821333,387.6,0.6213,0.101,5.12,289.04,377.43,1211.87,26.07,19.28
-111.7091717,33.0821333,387.5,0.623,0.1057,5.07,278.52,377.83,1213.64,25.91,19.34
-111.7091967,33.0821333,387.5,0.6267,0.1098,5.03,253.32,379.28,1216.75,25.74,19.36
-111.70922,33.0821333,387.5,0.6278,0.1136,5.02,238.5,380.02,1218.84,25.62,19.36
-111.709245,33.0821316,387.4,0.6329,0.117,5.02,246.51,379.57,1219.6,25.55,19.32
-111.70927,33.0821316,387.4,0.6305,0.1225,5.05,269.34,379.18,1219.1,25.51,19.25
-111.709295,33.08213,387.5,0.6295,0.127,5.1,287.77,380.2,1217.87,25.5,19.17
-111.70932,33.08213,387.5,0.6184,0.133,5.15,290.63,381.99,1217.39,25.5,19.14
-111.709345,33.08213,387.5,0.6064,0.1393,5.19,281.53,382.8,1218.53,25.5,19.16
-111.7093717,33.08213,387.5,0.5888,0.1448,5.23,268.31,382.74,1220.38,25.5,19.23
-111.7093967,33.0821316,387.5,0.5629,0.1487,5.26,254.2,383.69,1221.82,25.5,19.31
-111.7094233,33.0821316,387.5,0.5423,0.1473,5.28,238.97,386.15,1224.31,25.5,19.36
-111.7094734,33.08213,387.5,0.5059,0.1268,5.29,245.35,388.07,1230.85,25.51,19.26
-111.7094984,33.08213,387.5,0.4844,0.1098,5.28,250.86,386.63,1227.72,25.53,19.2
-111.70955,33.08213,387.5,0.4462,0.0641,5.22,246.13,383.49,1214.27,25.65,19.15
-111.7095749,33.08213,387.5,0.4335,0.0413,5.2,247.62,383.99,1214.23,25.71,19.18
-111.7096,33.08213,387.5,0.4248,0.0208,5.18,248.92,385.26,1214.98,25.77,19.24
-111.709625,33.08213,387.4,0.4206,0.0043,5.16,240.19,386.43,1215.5,25.82,19.3
-111.7096499,33.0821316,387.4,0.4164,-0.0064,5.12,217.58,387.13,1217.45,25.86,19.35
-111.709675,33.0821316,387.5,0.422,-0.0126,5.08,195.18,387.63,1220.9,25.88,19.36
-111.7097,33.0821316,387.5,0.4296,-0.0138,5.04,196.64,388.14,1223.62,25.88,19.38
-111.709725,33.0821316,387.5,0.4412,-0.0123,5.02,221.73,388.14,1223.87,25.86,19.41
-111.7097483,33.0821316,387.5,0.4537,-0.0086,5,252.62,387.35,1221.23,25.8,19.44
-111.7097717,33.0821316,387.4,0.4682,-0.0042,5,281.5,386.13,1216.89,25.73,19.45
-111.7097967,33.0821316,387.4,0.4829,-0.0003,5,311.43,384.44,1213.42,25.63,19.45
-111.709845,33.08213,387.4,0.5139,0.006,5.01,357.67,379.13,1219.4,25.47,19.44
-111.709945,33.08213,387.4,0.5665,0.0061,5.33,250.82,381.17,1224.17,25.63,19.59
-111.7099984,33.0821283,387.5,0.5912,0.0038,5.37,229.66,377.07,1200.06,25.66,19.64
-111.710025,33.0821283,387.5,0.6042,0.0045,5.36,223.11,377.9,1196.38,25.64,19.59
-111.7100516,33.0821266,387.5,0.6172,0.0076,5.35,219.79,379.52,1196.88,25.6,19.54
-111.7100784,33.0821266,387.5,0.6371,0.0141,5.34,220.28,381.15,1198.4,25.56,19.49
-111.7101034,33.0821266,387.5,0.6595,0.0244,5.35,222.62,382.31,1199.97,25.53,19.45
-111.710315,33.0821233,387.5,0.908,0.1229,5.38,223.49,381.2,1201,25.79,19.43
-111.71034,33.0821233,387.5,0.9328,0.1222,5.36,213.87,381.58,1202.76,25.84,19.41
-111.7103667,33.0821233,387.5,0.9533,0.1183,5.33,208.91,382.13,1201.15,25.91,19.41
-111.7103917,33.0821233,387.5,0.9653,0.1119,5.32,212.29,382.21,1200.04,25.99,19.45
-111.7104167,33.0821216,387.5,0.9637,0.1032,5.31,219.4,381.76,1203.94,26.07,19.52
-111.7104434,33.0821216,387.5,0.9611,0.0918,5.32,223.15,380.72,1211.23,26.16,19.56
-111.7104967,33.0821216,387.5,0.9265,0.0618,5.4,220.5,380.38,1209.96,26.36,19.48
-111.7105217,33.0821233,387.5,0.9014,0.044,5.43,235.08,382.33,1208.84,26.38,19.43
-111.7105484,33.0821233,387.5,0.8664,0.0237,5.46,264.1,383.61,1210.3,26.36,19.39
-111.7105767,33.0821233,387.5,0.8252,-0.0005,5.48,289.76,382.11,1211.54,26.31,19.37
-111.7106299,33.0821233,387.5,0.7435,-0.0427,5.46,246.24,375.24,1208.75,26.13,19.38
-111.710655,33.0821233,387.5,0.7102,-0.0606,5.41,225.93,377.1,1211.6,26.08,19.41
-111.7106817,33.0821233,387.5,0.6822,-0.0753,5.35,217,381.71,1217.44,26.06,19.43
-111.7107766,33.0821233,387.6,0.6673,-0.0698,4.85,243.06,391.23,1223.4,26.1,19.35
-111.7108,33.0821233,387.6,0.6823,-0.054,4.82,228.79,389.34,1216.28,26.11,19.38
-111.7108233,33.0821233,387.6,0.6966,-0.0357,4.74,209.01,387.24,1209.54,26.13,19.43
-111.7108466,33.0821233,387.6,0.7105,-0.0149,4.6,187.48,385.38,1206.32,26.17,19.49
-111.71087,33.0821233,387.6,0.7202,0.0074,4.43,171.55,384.27,1208.18,26.22,19.54
-111.7108916,33.0821233,387.7,0.7214,0.0279,4.3,166.88,383.84,1212.57,26.29,19.55
-111.71091,33.082125,387.7,0.7229,0.0443,4.25,172.27,383.73,1216.65,26.35,19.52
-111.7109517,33.0821266,387.7,0.7076,0.0775,4.42,198.2,383.07,1223.17,26.51,19.43
-111.7109984,33.0821233,387.6,0.6642,0.1053,4.74,231.2,381.73,1223.36,26.57,19.38
-111.7110234,33.0821216,387.6,0.6392,0.1133,4.78,259.78,381.82,1220.69,26.5,19.35
-111.71107,33.0821216,387.6,0.6032,0.1133,4.65,287.67,384.89,1222.5,26.24,19.29
-111.7110917,33.08212,387.6,0.5871,0.1076,4.54,279.8,386.77,1228.33,26.12,19.3
-111.7111134,33.0821216,387.7,0.5801,0.0973,4.42,265.05,387.84,1233.61,26.02,19.32
-111.711135,33.0821216,387.7,0.5748,0.0869,4.26,248.71,387.94,1236.48,25.96,19.35
-111.711155,33.0821233,387.7,0.5753,0.0754,4.09,236.65,387.82,1237.31,25.96,19.37
-111.711175,33.0821233,387.7,0.5772,0.0649,3.91,228.83,388.07,1237.68,26.02,19.38
-111.7111933,33.0821233,387.7,0.5816,0.0556,3.77,223.91,388.63,1238.48,26.11,19.39
-111.71121,33.0821233,387.7,0.588,0.0477,3.65,219.85,388.84,1239.44,26.2,19.4
-111.7112284,33.0821216,387.7,0.5945,0.0406,3.55,215.43,388.43,1240.48,26.3,19.41
-111.711245,33.0821216,387.7,0.6056,0.0344,3.48,211.56,387.48,1241.14,26.38,19.43
-111.71126,33.0821216,387.7,0.6167,0.0296,3.43,208.64,386.38,1241.34,26.43,19.44
-111.7112768,33.08212,387.7,0.629,0.0255,3.39,207.2,385.18,1240.98,26.47,19.47
-111.7112934,33.08212,387.7,0.6442,0.0215,3.38,208.53,384.14,1239.84,26.5,19.49
-111.7113084,33.08212,387.7,0.6575,0.0185,3.41,212.57,383.39,1238.02,26.54,19.5
-111.7113234,33.08212,387.7,0.6711,0.016,3.48,219.21,382.89,1235.6,26.59,19.49
-111.71134,33.08212,387.8,0.6869,0.0137,3.58,229.1,382.83,1232.61,26.67,19.47
-111.7113584,33.08212,387.8,0.7036,0.0115,3.72,244.29,383.61,1229.38,26.8,19.43
-111.7113784,33.08212,387.8,0.7231,0.0087,3.85,265.96,385.2,1226.16,26.97,19.4
-111.7113967,33.08212,387.8,0.7383,0.0077,3.93,290.47,386.56,1223.32,27.13,19.41
-111.7114167,33.08212,387.8,0.7542,0.0068,3.96,320.11,387.03,1220.59,27.28,19.43
-111.711435,33.08212,387.8,0.7683,0.0061,3.95,344.58,386.55,1220.09,27.39,19.46
-111.711455,33.0821183,387.9,0.7813,0.0053,3.92,360.34,385.24,1222.93,27.47,19.47
-111.7114916,33.0821166,387.9,0.8014,0.0042,3.8,337.73,381.65,1228.06,27.48,19.44
-111.71151,33.0821166,387.9,0.8105,0.0037,3.72,311.64,379.78,1224.47,27.46,19.4
-111.71153,33.0821166,387.9,0.8195,0.0032,3.63,287,378.65,1218.43,27.43,19.37
-111.7115484,33.082115,388,0.8246,0.0029,3.54,273.27,378.87,1214.97,27.4,19.35
-111.7115667,33.0821166,388,0.8296,0.0027,3.44,269.17,380.15,1215.81,27.38,19.34
-111.7115833,33.082115,388,0.8321,0.0026,3.34,271.53,381.71,1219.8,27.38,19.34
-111.7116,33.082115,388,0.8349,0.0024,3.25,276.94,383.07,1225.28,27.38,19.34
-111.7116134,33.082115,388,0.8365,0.0023,3.17,281.59,383.84,1229.69,27.38,19.34
-111.7116284,33.0821133,388,0.8373,0.0023,3.1,286.87,384.37,1234.13,27.39,19.34
-111.7116467,33.0818366,387.6,1.4131,0.0004,2.09,234.57,378.42,1203.9,27.77,19.86
-111.7116366,33.081835,387.5,1.4201,0.0005,2.14,245.07,377.49,1201.93,27.79,19.85
-111.711625,33.0818333,387.4,1.4264,0.0005,2.2,256.04,376.68,1200.22,27.8,19.84
-111.7116167,33.0818316,387.4,1.4297,0.0006,2.27,263.44,376.29,1199.43,27.81,19.83
-111.7116067,33.08183,387.4,1.4349,0.0007,2.37,271.25,376.13,1198.99,27.81,19.82
-111.7115967,33.08183,387.4,1.4337,0.0008,2.5,277.99,376.28,1199.15,27.82,19.8
-111.7115833,33.08183,387.4,1.4317,0.0009,2.7,285.73,376.93,1200.12,27.81,19.78
-111.7115683,33.08183,387.4,1.4291,0.0011,2.98,292.79,377.98,1201.98,27.8,19.75
-111.71155,33.08183,387.4,1.4249,0.0013,3.36,299.44,379.05,1204.57,27.78,19.71
-111.71153,33.08183,387.4,1.4201,0.0016,3.74,303.53,378.93,1206.72,27.74,19.69
-111.71151,33.08183,387.4,1.4102,0.002,4.03,300.37,377.72,1208.16,27.69,19.66
-111.7114884,33.08183,387.5,1.401,0.0025,4.2,289.87,376.61,1208.81,27.65,19.62
-111.7114667,33.08183,387.5,1.3898,0.003,4.26,277,377.15,1209.48,27.61,19.57
-111.711445,33.08183,387.5,1.3736,0.0037,4.22,268.07,378.9,1210.83,27.58,19.52
-111.7114234,33.08183,387.6,1.3587,0.0043,4.15,264.47,380.57,1212.66,27.55,19.49
-111.7114034,33.08183,387.5,1.3457,0.0048,4.09,263.04,381.37,1214.36,27.52,19.46
-111.711385,33.08183,387.5,1.3312,0.0053,4.06,260.76,381.47,1215.7,27.48,19.43
-111.711365,33.08183,387.5,1.3121,0.0056,4.07,256.41,381.21,1216.49,27.45,19.38
-111.711345,33.08183,387.5,1.2956,0.0058,4.11,250.59,381.07,1215.95,27.42,19.33
-111.7113234,33.0818316,387.5,1.2701,0.006,4.17,245.48,381.51,1213.73,27.39,19.29
-111.7113034,33.0818316,387.5,1.2538,0.0058,4.23,243.83,382.64,1211.62,27.35,19.25
-111.7112817,33.0818333,387.5,1.2237,0.0077,4.29,243.79,383.92,1211.49,27.29,19.2
-111.71126,33.0818333,387.5,1.2043,0.0081,4.34,241.14,384.19,1213.93,27.21,19.16
-111.71124,33.081835,387.5,1.1791,0.0086,4.37,234.67,382.91,1216.34,27.11,19.14
-111.7112183,33.0818366,387.5,1.1505,0.0092,4.39,225.43,380.64,1216.89,27,19.11
