Longitude,Latitude,Field,Dataset,Product,Obj. Id,Time,Duration(s),Area Count,Elevation(ft),Swth Wdth(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Con(T)(gal(US)/h),Track(deg),Hrv Mass W(lb),Crop Flw(M)(lb/s),Moisture(%),Pass Num,Crop Flw(V)(bu/h),Yld Mass(Wet)(lb/ac),Yld_Mass_Dry_lb_ac,Yld Vol(Wet)(bu/ac),Yld Vol(Dry)(bu/ac),Prod(ac/h),Date
-111.7102847,33.08185473,Azule 1,TaskName 6/10/2024,Wheat (Durum),3990,6/10/2024,1,On,1293.8,38.5,0.75,2.1,3.087,17.36,270.22,14.93,15.02,7.2,5,900.9,5503.1,5503.1,91.72,91.72,9.822,6/10/2024
-111.7102948,33.0818548,Azule 1,TaskName 6/10/2024,Wheat (Durum),3991,6/10/2024,1,On,1293.8,38.5,0.75,2.12,3.12,15.26,270.28,14.64,14.85,7.2,5,891.11,5386.1,5386.1,89.77,89.77,9.927,6/10/2024
-111.7103048,33.08185482,Azule 1,TaskName 6/10/2024,Wheat (Durum),3992,6/10/2024,0.995,On,1293.8,38.5,0.75,2.103,3.054,14.92,270.03,15.21,14.73,7.2,5,884.09,5431.1,5431.1,90.52,90.52,9.767,6/10/2024
-111.7103149,33.08185445,Azule 1,TaskName 6/10/2024,Wheat (Durum),3993,6/10/2024,1.005,On,1293.8,38.5,0.75,2.077,3.097,16.25,269.59,14.65,15.17,7.2,5,909.99,5568.7,5568.7,92.81,92.81,9.805,6/10/2024
-111.7103249,33.08185436,Azule 1,TaskName 6/10/2024,Wheat (Durum),3994,6/10/2024,1,On,1293.9,38.5,0.75,2.092,3.061,16.14,269.71,14.22,14.61,7.2,5,876.52,5400.1,5400.1,90,90,9.739,6/10/2024
-111.7103349,33.08185433,Azule 1,TaskName 6/10/2024,Wheat (Durum),3995,6/10/2024,1,On,1293.9,38.5,0.75,2.073,3.051,16.36,269.95,14.36,14.21,7.2,5,852.65,5270,5270,87.83,87.83,9.708,6/10/2024
-111.710345,33.08185472,Azule 1,TaskName 6/10/2024,Wheat (Durum),3996,6/10/2024,0.995,On,1293.9,38.5,0.75,2.104,3.096,15.65,270.56,14.65,14.39,7.2,5,863.56,5233.3,5233.3,87.22,87.22,9.901,6/10/2024
-111.7103551,33.08185476,Azule 1,TaskName 6/10/2024,Wheat (Durum),3997,6/10/2024,1.005,On,1293.8,38.5,0.75,2.141,3.109,16.85,270.48,14.52,14.7,7.16,5,882.26,5376.7,5376.7,89.61,89.61,9.845,6/10/2024
-111.7103652,33.08185485,Azule 1,TaskName 6/10/2024,Wheat (Durum),3998,6/10/2024,0.996,On,1293.8,39,0.5,2.136,3.096,15.66,270.36,14.5,14.5,7.1,5,870.14,5210.1,5210.1,86.84,86.84,10.02,6/10/2024
-111.7103752,33.08185465,Azule 1,TaskName 6/10/2024,Wheat (Durum),3999,6/10/2024,0.999,On,1293.8,38.5,0.75,2.092,3.067,14.94,270.01,14.27,14.45,7.18,5,866.95,5324.9,5324.9,88.75,88.75,9.769,6/10/2024
-111.7103854,33.08185469,Azule 1,TaskName 6/10/2024,Wheat (Durum),4000,6/10/2024,1,On,1293.8,38.5,0.75,2.087,3.119,14.78,270.13,14.34,14.21,7.38,5,852.6,5153.8,5153.8,85.9,85.9,9.926,6/10/2024
-111.7103954,33.08185474,Azule 1,TaskName 6/10/2024,Wheat (Durum),4001,6/10/2024,1,On,1293.9,38.5,0.75,2.092,3.06,15.18,270.05,15.21,14.46,7.54,5,867.64,5345.9,5345.9,89.1,89.1,9.738,6/10/2024
-111.7104055,33.08185481,Azule 1,TaskName 6/10/2024,Wheat (Durum),4002,6/10/2024,1.001,On,1293.9,38.5,0.75,2.099,3.1,13.95,270.18,15.05,15.23,7.64,5,913.58,5563,5563,92.72,92.72,9.853,6/10/2024
-111.7104154,33.08185481,Azule 1,TaskName 6/10/2024,Wheat (Durum),4003,6/10/2024,0.999,On,1293.9,38.5,0.75,2.092,3.037,15.1,270.01,15.22,15.05,7.62,5,902.98,5600.1,5600.1,93.34,93.34,9.675,6/10/2024
-111.7104255,33.08185471,Azule 1,TaskName 6/10/2024,Wheat (Durum),4004,6/10/2024,1,On,1293.9,38.5,0.75,2.091,3.09,15.14,269.85,14.41,15.16,7.461,5,909.56,5550.6,5550.6,92.51,92.51,9.832,6/10/2024
-111.7104357,33.08185476,Azule 1,TaskName 6/10/2024,Wheat (Durum),4005,6/10/2024,1.001,On,1293.8,38.5,0.75,2.129,3.132,14.58,270.05,14.01,14.36,7.36,5,861.59,5191.4,5191.4,86.52,86.52,9.958,6/10/2024
-111.7104458,33.08185474,Azule 1,TaskName 6/10/2024,Wheat (Durum),4006,6/10/2024,0.999,On,1293.9,38.5,0.75,2.083,3.103,14.32,269.93,14.66,14.12,7.3,5,847.37,5144.1,5144.1,85.74,85.74,9.884,6/10/2024
-111.7104558,33.08185476,Azule 1,TaskName 6/10/2024,Wheat (Durum),4007,6/10/2024,1,On,1293.8,38.5,0.75,2.12,3.08,17.18,270,14.77,14.63,7.3,5,877.68,5373.2,5373.2,89.55,89.55,9.801,6/10/2024
-111.710466,33.08185479,Azule 1,TaskName 6/10/2024,Wheat (Durum),4008,6/10/2024,0.996,On,1293.9,38.5,0.75,2.106,3.106,15.87,269.88,14.59,14.8,7.3,5,888.15,5369.7,5369.7,89.5,89.5,9.924,6/10/2024
-111.7104761,33.08185474,Azule 1,TaskName 6/10/2024,Wheat (Durum),4009,6/10/2024,1.005,On,1293.9,38.5,0.75,2.096,3.1,14.91,269.82,14.53,14.52,7.3,5,871.19,5326.1,5326.1,88.77,88.77,9.814,6/10/2024
-111.7104863,33.0818548,Azule 1,TaskName 6/10/2024,Wheat (Durum),4010,6/10/2024,0.999,On,1293.9,38.5,0.75,2.098,3.132,15.89,269.8,14.84,14.62,7.3,5,877.36,5276,5276,87.93,87.93,9.978,6/10/2024
-111.7104963,33.08185453,Azule 1,TaskName 6/10/2024,Wheat (Durum),4011,6/10/2024,1,On,1294,38.5,0.75,2.107,3.083,15.28,269.49,14.9,14.83,7.3,5,889.7,5440.9,5440.9,90.68,90.68,9.811,6/10/2024
-111.7105065,33.08185456,Azule 1,TaskName 6/10/2024,Wheat (Durum),4012,6/10/2024,1.001,On,1293.9,38.5,0.75,2.133,3.129,14.23,269.68,15.32,14.92,7.221,5,895.49,5401.4,5401.4,90.02,90.02,9.947,6/10/2024
-111.7105167,33.08185444,Azule 1,TaskName 6/10/2024,Wheat (Durum),4013,6/10/2024,0.999,On,1293.9,38.5,0.75,2.145,3.106,15.28,269.74,15.54,15.31,7.06,5,918.67,5571.1,5571.1,92.85,92.85,9.894,6/10/2024
-111.7105269,33.08185445,Azule 1,TaskName 6/10/2024,Wheat (Durum),4014,6/10/2024,1,On,1293.9,38.5,0.75,2.14,3.142,15.33,269.77,14.89,15.56,7,5,933.33,5600.6,5600.6,93.34,93.34,9.999,6/10/2024
-111.7105369,33.08185458,Azule 1,TaskName 6/10/2024,Wheat (Durum),4015,6/10/2024,1,On,1293.9,38.5,0.75,2.117,3.073,15.98,270,14.11,14.83,7,5,889.63,5458,5458,90.97,90.97,9.78,6/10/2024
-111.7105471,33.08185451,Azule 1,TaskName 6/10/2024,Wheat (Durum),4016,6/10/2024,1,On,1293.9,38.5,0.75,2.118,3.109,14.97,269.71,13.86,14.08,7,5,844.63,5121.8,5121.8,85.36,85.36,9.895,6/10/2024
-111.7105573,33.08185435,Azule 1,TaskName 6/10/2024,Wheat (Durum),4017,6/10/2024,1,On,1293.9,38.5,0.75,2.124,3.129,15.22,269.68,14.09,13.87,7,5,832.05,5013.7,5013.7,83.56,83.56,9.957,6/10/2024
-111.7105674,33.08185446,Azule 1,TaskName 6/10/2024,Wheat (Durum),4018,6/10/2024,1,On,1293.9,38.5,0.75,2.119,3.109,15.11,269.85,14.47,14.13,7,5,847.65,5140,5140,85.67,85.67,9.895,6/10/2024
-111.7105775,33.08185448,Azule 1,TaskName 6/10/2024,Wheat (Durum),4019,6/10/2024,1.001,On,1293.9,38.5,0.75,2.107,3.083,15.87,270.12,15.03,14.48,7,5,868.78,5318.4,5318.4,88.64,88.64,9.801,6/10/2024
-111.7105876,33.08185449,Azule 1,TaskName 6/10/2024,Wheat (Durum),4020,6/10/2024,0.999,On,1293.9,38.5,0.75,2.094,3.1,15.21,270.12,15.56,15.15,6.959,5,908.99,5524,5524,92.07,92.07,9.873,6/10/2024
-111.7105977,33.08185435,Azule 1,TaskName 6/10/2024,Wheat (Durum),4021,6/10/2024,1,On,1294,38.5,0.75,2.109,3.106,14.17,269.91,14.28,15.47,6.9,5,928.47,5636.1,5636.1,93.93,93.93,9.884,6/10/2024
-111.7106079,33.08185434,Azule 1,TaskName 6/10/2024,Wheat (Durum),4022,6/10/2024,1,On,1294,38.5,0.75,2.088,3.126,14.91,269.99,13.71,14.18,6.9,5,850.68,5131.4,5131.4,85.52,85.52,9.947,6/10/2024
-111.7106178,33.08185455,Azule 1,TaskName 6/10/2024,Wheat (Durum),4023,6/10/2024,1,On,1294,38.5,0.75,2.101,3.044,15.01,270.26,14.29,13.76,6.9,5,825.76,5115.2,5115.2,85.25,85.25,9.686,6/10/2024
-111.710628,33.08185471,Azule 1,TaskName 6/10/2024,Wheat (Durum),4024,6/10/2024,0.996,On,1294,38.5,0.75,2.137,3.123,13.6,270.51,14,14.3,6.9,5,858.17,5161.3,5161.3,86.02,86.02,9.976,6/10/2024
-111.710638,33.08185488,Azule 1,TaskName 6/10/2024,Wheat (Durum),4025,6/10/2024,1.004,On,1293.9,38.5,0.75,2.106,3.06,17.45,270.56,13.17,13.9,6.9,5,834.09,5159.7,5159.7,86,86,9.699,6/10/2024
-111.7106481,33.08185496,Azule 1,TaskName 6/10/2024,Wheat (Durum),4026,6/10/2024,1,On,1293.9,38.5,0.75,2.13,3.115,14.96,270.49,13.45,13.17,6.9,5,789.98,4782.5,4782.5,79.71,79.71,9.911,6/10/2024
-111.7106583,33.08185477,Azule 1,TaskName 6/10/2024,Wheat (Durum),4027,6/10/2024,1,On,1293.9,38.5,0.75,2.084,3.104,16.13,270.23,14.53,13.54,6.9,5,812.49,4935.3,4935.3,82.25,82.25,9.878,6/10/2024
-111.7106683,33.08185446,Azule 1,TaskName 6/10/2024,Wheat (Durum),4028,6/10/2024,0.995,On,1294,38.5,0.75,2.081,3.045,15.51,269.81,15.21,14.63,6.9,5,877.86,5408.6,5408.6,90.14,90.14,9.739,6/10/2024
-111.7106785,33.08185457,Azule 1,TaskName 6/10/2024,Wheat (Durum),4029,6/10/2024,1,On,1294,38.5,0.75,2.116,3.137,12.68,270.14,14.89,15.26,6.939,5,915.89,5505.2,5505.2,91.75,91.75,9.982,6/10/2024
-111.7106886,33.08185478,Azule 1,TaskName 6/10/2024,Wheat (Durum),4030,6/10/2024,1,On,1294,38.5,0.75,2.119,3.078,16.56,270.29,14.15,14.74,7,5,884.59,5419,5419,90.32,90.32,9.794,6/10/2024
-111.710699,33.08185472,Azule 1,TaskName 6/10/2024,Wheat (Durum),4031,6/10/2024,1.005,On,1294,38.5,0.75,2.148,3.17,13.6,270.1,14.02,14.13,7.04,5,847.83,5068.5,5068.5,84.48,84.48,10.04,6/10/2024
-111.7107089,33.08185484,Azule 1,TaskName 6/10/2024,Wheat (Durum),4032,6/10/2024,1,On,1293.9,38.5,0.75,2.161,3.032,18.45,270.35,14.68,14.06,7.14,5,843.52,5245.7,5245.7,87.43,87.43,9.648,6/10/2024
-111.7107191,33.08185478,Azule 1,TaskName 6/10/2024,Wheat (Durum),4033,6/10/2024,0.996,On,1293.9,38.5,0.75,2.108,3.14,14.17,270.12,15.56,14.84,7.2,5,890.62,5326.3,5326.3,88.77,88.77,10.03,6/10/2024
-111.7107292,33.08185471,Azule 1,TaskName 6/10/2024,Wheat (Durum),4034,6/10/2024,1,On,1293.9,38.5,0.75,2.122,3.084,12.97,270.05,15.54,15.48,7.2,5,928.59,5676.5,5676.5,94.61,94.61,9.815,6/10/2024
-111.7107392,33.08185485,Azule 1,TaskName 6/10/2024,Wheat (Durum),4035,6/10/2024,1,On,1293.9,38.5,0.75,2.087,3.035,18.13,270.14,15.66,15.68,7.162,5,940.5,5842.5,5842.5,97.38,97.38,9.659,6/10/2024
-111.7107494,33.08185477,Azule 1,TaskName 6/10/2024,Wheat (Durum),4036,6/10/2024,1,On,1294,38.5,0.75,2.069,3.134,14.82,269.98,14.67,15.58,7.059,5,934.87,5625.1,5625.1,93.75,93.75,9.972,6/10/2024
-111.7107594,33.08185469,Azule 1,TaskName 6/10/2024,Wheat (Durum),4037,6/10/2024,1.004,On,1294,38.5,0.75,2.112,3.039,15.87,269.8,14.52,14.6,7,5,875.74,5456.1,5456.1,90.93,90.93,9.63,6/10/2024
-111.7107696,33.08185448,Azule 1,TaskName 6/10/2024,Wheat (Durum),4038,6/10/2024,0.991,On,1293.9,38.5,0.75,2.128,3.14,13.45,269.68,14.83,14.53,7.039,5,871.92,5188.3,5188.3,86.47,86.47,10.08,6/10/2024
-111.7107797,33.08185471,Azule 1,TaskName 6/10/2024,Wheat (Durum),4039,6/10/2024,1.004,On,1293.9,38.5,0.75,2.14,3.068,16.94,270.03,14.7,14.88,7.1,5,892.76,5508.6,5508.6,91.81,91.81,9.724,6/10/2024
-111.7107898,33.08185471,Azule 1,TaskName 6/10/2024,Wheat (Durum),4040,6/10/2024,1.001,On,1293.9,38.5,0.75,2.083,3.098,16.28,269.77,13.85,14.54,7.1,5,872.61,5317,5317,88.62,88.62,9.847,6/10/2024
-111.7107999,33.08185464,Azule 1,TaskName 6/10/2024,Wheat (Durum),4041,6/10/2024,0.999,On,1293.9,38.5,0.75,2.16,3.081,17.14,269.82,14.37,13.92,7.139,5,835.04,5105,5105,85.08,85.08,9.814,6/10/2024
-111.7108101,33.08185474,Azule 1,TaskName 6/10/2024,Wheat (Durum),4042,6/10/2024,1.001,On,1293.9,38.5,0.75,2.062,3.107,15.83,269.91,14.4,14.34,7.117,5,860.32,5225.5,5225.5,87.09,87.09,9.878,6/10/2024
-111.7108201,33.0818548,Azule 1,TaskName 6/10/2024,Wheat (Durum),4043,6/10/2024,0.999,On,1294,38.5,0.75,2.076,3.058,14.74,269.98,14.95,14.46,6.921,5,867.33,5342.1,5342.1,89.04,89.04,9.741,6/10/2024
-111.7108303,33.0818548,Azule 1,TaskName 6/10/2024,Wheat (Durum),4044,6/10/2024,1,On,1293.9,38.5,0.75,2.129,3.107,15.38,269.96,15.02,14.93,6.8,5,895.79,5435.5,5435.5,90.59,90.59,9.888,6/10/2024
-111.7108403,33.08185467,Azule 1,TaskName 6/10/2024,Wheat (Durum),4045,6/10/2024,1,On,1294,38.5,0.75,2.06,3.071,15.85,269.75,15.08,15.05,6.8,5,902.86,5542.8,5542.8,92.38,92.38,9.773,6/10/2024
-111.7108505,33.08185491,Azule 1,TaskName 6/10/2024,Wheat (Durum),4046,6/10/2024,1.001,On,1294,38.5,0.75,2.15,3.124,14.41,270.09,14.58,15.04,6.839,5,902.37,5452.1,5452.1,90.87,90.87,9.93,6/10/2024
-111.7108606,33.08185489,Azule 1,TaskName 6/10/2024,Wheat (Durum),4047,6/10/2024,0.999,On,1294,38.5,0.75,2.112,3.088,16.46,269.91,14.22,14.56,6.94,5,873.77,5330.3,5330.3,88.84,88.84,9.835,6/10/2024
-111.7108708,33.08185459,Azule 1,TaskName 6/10/2024,Wheat (Durum),4048,6/10/2024,1,On,1294,38.5,0.75,2.111,3.124,14.1,269.48,14.3,14.26,7,5,855.82,5165.7,5165.7,86.09,86.09,9.94,6/10/2024
-111.7108809,33.08185449,Azule 1,TaskName 6/10/2024,Wheat (Durum),4049,6/10/2024,1.001,On,1294,38.5,0.75,2.156,3.078,14.8,269.34,14.47,14.24,7.04,5,854.7,5241.2,5241.2,87.35,87.35,9.784,6/10/2024
-111.7108912,33.08185415,Azule 1,TaskName 6/10/2024,Wheat (Durum),4050,6/10/2024,0.999,On,1294,38.5,0.75,2.119,3.134,16.68,269.02,14.5,14.5,7.06,5,869.89,5228.9,5228.9,87.15,87.15,9.982,6/10/2024
-111.7109013,33.08185412,Azule 1,TaskName 6/10/2024,Wheat (Durum),4051,6/10/2024,1,On,1294,38.5,0.75,2.125,3.107,14.35,269.26,14.34,14.47,7,5,867.95,5266.6,5266.6,87.78,87.78,9.888,6/10/2024
-111.7109115,33.08185439,Azule 1,TaskName 6/10/2024,Wheat (Durum),4052,6/10/2024,1,On,1294,38.5,0.75,2.095,3.091,14.56,269.66,14.57,14.37,6.959,5,862.02,5258.4,5258.4,87.64,87.64,9.836,6/10/2024
-111.7109216,33.08185436,Azule 1,TaskName 6/10/2024,Wheat (Durum),4053,6/10/2024,1.001,On,1294.1,38.5,0.75,2.106,3.091,15.72,269.66,14.55,14.58,6.9,5,874.61,5340.5,5340.5,89.01,89.01,9.826,6/10/2024
-111.7109317,33.08185427,Azule 1,TaskName 6/10/2024,Wheat (Durum),4054,6/10/2024,0.999,On,1294.1,38.5,0.75,2.137,3.101,16.21,269.58,14.23,14.54,6.9,5,872.27,5298.7,5298.7,88.31,88.31,9.877,6/10/2024
-111.7109419,33.08185424,Azule 1,TaskName 6/10/2024,Wheat (Durum),4055,6/10/2024,1,On,1294,38.5,0.75,2.127,3.114,15.57,269.76,14.13,14.19,6.9,5,851.25,5154.4,5154.4,85.91,85.91,9.909,6/10/2024
-111.7109519,33.08185457,Azule 1,TaskName 6/10/2024,Wheat (Durum),4056,6/10/2024,1,On,1294,38.5,0.75,2.167,3.071,14.55,270.25,14.37,14.2,6.9,5,851.73,5229.1,5229.1,87.15,87.15,9.773,6/10/2024
-111.7109622,33.08185453,Azule 1,TaskName 6/10/2024,Wheat (Durum),4057,6/10/2024,1.001,On,1293.9,38.5,0.75,2.109,3.138,14.9,270.14,13.57,14.25,6.9,5,855.03,5142.4,5142.4,85.71,85.71,9.976,6/10/2024
-111.7109723,33.08185484,Azule 1,TaskName 6/10/2024,Wheat (Durum),4058,6/10/2024,0.999,On,1294,38.5,0.75,2.093,3.086,14.07,270.62,13.83,13.65,6.86,5,819.29,5001.2,5001.2,83.35,83.35,9.829,6/10/2024
-111.7109823,33.08185491,Azule 1,TaskName 6/10/2024,Wheat (Durum),4059,6/10/2024,1,On,1294,38.5,0.75,2.06,3.079,14.44,270.44,13.79,13.77,6.76,5,826.45,5060.7,5060.7,84.35,84.35,9.798,6/10/2024
-111.7109923,33.0818549,Azule 1,TaskName 6/10/2024,Wheat (Durum),4060,6/10/2024,1,On,1294,38.5,0.75,2.063,3.043,16.4,270.4,14.04,13.87,6.74,5,832.02,5155.3,5155.3,85.92,85.92,9.684,6/10/2024
-111.7110025,33.08185465,Azule 1,TaskName 6/10/2024,Wheat (Durum),4061,6/10/2024,0.996,On,1294,38.5,0.75,2.138,3.125,15.38,269.98,14.28,14.03,6.8,5,841.87,5059.1,5059.1,84.32,84.32,9.984,6/10/2024
-111.7110127,33.08185431,Azule 1,TaskName 6/10/2024,Wheat (Durum),4062,6/10/2024,1,On,1294,38.5,0.75,2.128,3.119,14.99,269.57,14.49,14.29,6.8,5,857.44,5184.2,5184.2,86.4,86.4,9.924,6/10/2024
-111.7110228,33.08185444,Azule 1,TaskName 6/10/2024,Wheat (Durum),4063,6/10/2024,0.995,On,1294,38.5,0.75,2.132,3.105,13.79,270.05,14.02,14.5,6.84,5,869.95,5255.7,5255.7,87.59,87.59,9.932,6/10/2024
-111.711033,33.08185457,Azule 1,TaskName 6/10/2024,Wheat (Durum),4064,6/10/2024,1.009,On,1293.9,38.5,0.75,2.115,3.119,14.13,270.25,13.88,13.99,6.9,5,839.21,5119.7,5119.7,85.33,85.33,9.835,6/10/2024
-111.711043,33.08185494,Azule 1,TaskName 6/10/2024,Wheat (Durum),4065,6/10/2024,1.001,On,1294,38.5,0.75,2.122,3.086,14.2,270.54,14.16,13.84,6.9,5,830.4,5079.2,5079.2,84.65,84.65,9.809,6/10/2024
-111.7110533,33.08185488,Azule 1,TaskName 6/10/2024,Wheat (Durum),4066,6/10/2024,0.995,On,1294,38.5,0.75,2.112,3.128,13.78,270.4,14.53,14.29,6.859,5,857.47,5142.2,5142.2,85.7,85.7,10,6/10/2024
-111.7110633,33.08185456,Azule 1,TaskName 6/10/2024,Wheat (Durum),4067,6/10/2024,0.999,On,1294,38.5,0.75,2.125,3.076,16.53,269.98,13.79,14.48,6.8,5,868.8,5320.4,5320.4,88.67,88.67,9.798,6/10/2024
-111.7110736,33.08185485,Azule 1,TaskName 6/10/2024,Wheat (Durum),4068,6/10/2024,1.001,On,1294,38.5,0.75,2.148,3.161,13.93,270.36,13.77,13.73,6.8,5,823.68,4917.9,4917.9,81.96,81.96,10.05,6/10/2024
-111.7110837,33.08185473,Azule 1,TaskName 6/10/2024,Wheat (Durum),4069,6/10/2024,0.999,On,1294,38.5,0.75,2.094,3.076,16.32,270.24,14.58,13.87,6.8,5,832.45,5097.8,5097.8,84.96,84.96,9.798,6/10/2024
-111.7110939,33.08185486,Azule 1,TaskName 6/10/2024,Wheat (Durum),4070,6/10/2024,1,On,1294.1,38.5,0.75,2.103,3.151,14.12,270.36,14.43,14.56,6.84,5,873.54,5226.6,5226.6,87.11,87.11,10.03,6/10/2024
-111.711104,33.0818548,Azule 1,TaskName 6/10/2024,Wheat (Durum),4071,6/10/2024,1,On,1294.1,38.5,0.75,2.095,3.089,13.96,270.12,14.42,14.44,6.941,5,866.42,5288.6,5288.6,88.14,88.14,9.83,6/10/2024
-111.7111141,33.08185482,Azule 1,TaskName 6/10/2024,Wheat (Durum),4072,6/10/2024,1,On,1294.1,38.5,0.75,2.139,3.089,15.82,269.94,14.32,14.4,7,5,863.75,5272.3,5272.3,87.87,87.87,9.83,6/10/2024
-111.7111242,33.08185485,Azule 1,TaskName 6/10/2024,Wheat (Durum),4073,6/10/2024,1.001,On,1294.1,38.5,0.75,2.137,3.105,15.09,269.9,14.17,14.32,6.96,5,859.27,5222.4,5222.4,87.04,87.04,9.872,6/10/2024
-111.7111344,33.08185471,Azule 1,TaskName 6/10/2024,Wheat (Durum),4074,6/10/2024,0.999,On,1294.1,38.5,0.75,2.124,3.099,15.13,269.61,14.45,14.22,6.94,5,853.17,5186,5186,86.43,86.43,9.871,6/10/2024
-111.7111445,33.08185464,Azule 1,TaskName 6/10/2024,Wheat (Durum),4075,6/10/2024,1,On,1294.1,38.5,0.75,2.138,3.099,14.96,269.58,14.62,14.46,7.039,5,867.65,5279.3,5279.3,87.99,87.99,9.861,6/10/2024
-111.7111547,33.08185452,Azule 1,TaskName 6/10/2024,Wheat (Durum),4076,6/10/2024,1,On,1294.1,38.5,0.75,2.083,3.125,15.77,269.32,14.07,14.52,7.14,5,871.36,5257.3,5257.3,87.62,87.62,9.945,6/10/2024
-111.7111649,33.08185433,Azule 1,TaskName 6/10/2024,Wheat (Durum),4077,6/10/2024,1,On,1294.1,38.5,0.75,2.148,3.125,14.35,269.35,14.53,14.14,7.239,5,848.6,5120,5120,85.33,85.33,9.945,6/10/2024
-111.7111749,33.08185461,Azule 1,TaskName 6/10/2024,Wheat (Durum),4078,6/10/2024,1,On,1294.1,38.5,0.75,2.101,3.086,16.63,269.81,14.06,14.47,7.341,5,868.24,5305.3,5305.3,88.42,88.42,9.819,6/10/2024
-111.7111851,33.08185485,Azule 1,TaskName 6/10/2024,Wheat (Durum),4079,6/10/2024,1,On,1294.1,38.5,0.75,2.092,3.099,14.81,270.26,14.05,14.14,7.44,5,848.68,5163.9,5163.9,86.06,86.06,9.861,6/10/2024
-111.7111953,33.0818548,Azule 1,TaskName 6/10/2024,Wheat (Durum),4080,6/10/2024,0.996,On,1294.1,38.5,0.75,2.131,3.128,13.95,270.38,13.56,13.89,7.5,5,833.64,5004.3,5004.3,83.41,83.41,9.995,6/10/2024
-111.7112053,33.0818547,Azule 1,TaskName 6/10/2024,Wheat (Durum),4081,6/10/2024,1.005,On,1294.1,38.5,0.75,2.061,3.092,15.68,270.12,14.12,13.64,7.419,5,818.6,5016.4,5016.4,83.61,83.61,9.791,6/10/2024
-111.7112155,33.0818547,Azule 1,TaskName 6/10/2024,Wheat (Durum),4082,6/10/2024,0.999,On,1294.1,38.5,0.75,2.122,3.099,14.31,270.02,14.42,14.1,7.261,5,846.28,5144.1,5144.1,85.74,85.74,9.871,6/10/2024
-111.7112255,33.08185462,Azule 1,TaskName 6/10/2024,Wheat (Durum),4083,6/10/2024,1.001,On,1294.1,38.5,0.75,2.169,3.082,16.14,269.88,14.78,14.51,7.16,5,870.42,5329.6,5329.6,88.83,88.83,9.799,6/10/2024
-111.7112357,33.08185448,Azule 1,TaskName 6/10/2024,Wheat (Durum),4084,6/10/2024,0.999,On,1294,38.5,0.75,2.114,3.115,14.95,269.74,14.5,14.72,7.1,5,882.95,5338.8,5338.8,88.98,88.98,9.923,6/10/2024
-111.7112458,33.08185469,Azule 1,TaskName 6/10/2024,Wheat (Durum),4085,6/10/2024,0.995,On,1294,38.5,0.75,2.122,3.099,14.03,270.17,15.08,14.58,7.1,5,874.56,5294.7,5294.7,88.25,88.25,9.911,6/10/2024
-111.7112559,33.08185471,Azule 1,TaskName 6/10/2024,Wheat (Durum),4086,6/10/2024,1,On,1294,38.5,0.75,2.094,3.08,14,270.02,15.1,15.14,7.1,5,908.5,5562.4,5562.4,92.71,92.71,9.8,6/10/2024
-111.7112661,33.08185467,Azule 1,TaskName 6/10/2024,Wheat (Durum),4087,6/10/2024,1.005,On,1294,38.5,0.75,2.086,3.124,14.36,270.09,14.87,15.02,7.14,5,901.08,5464.9,5464.9,91.08,91.08,9.893,6/10/2024
-111.7112761,33.08185441,Azule 1,TaskName 6/10/2024,Wheat (Durum),4088,6/10/2024,1,On,1294.1,38.5,0.75,2.116,3.056,16.33,269.61,14.56,14.84,7.16,5,890.5,5495.1,5495.1,91.58,91.58,9.723,6/10/2024
-111.7112863,33.08185443,Azule 1,TaskName 6/10/2024,Wheat (Durum),4089,6/10/2024,0.996,On,1294.1,38.5,0.75,2.13,3.138,14.35,269.9,14.53,14.53,7.021,5,871.74,5217.7,5217.7,86.96,86.96,10.02,6/10/2024
-111.7112964,33.08185439,Azule 1,TaskName 6/10/2024,Wheat (Durum),4090,6/10/2024,1.004,On,1294,38.5,0.75,2.132,3.069,16.3,269.82,14.87,14.57,6.9,5,874.35,5393.9,5393.9,89.9,89.9,9.726,6/10/2024
-111.7113064,33.08185441,Azule 1,TaskName 6/10/2024,Wheat (Durum),4091,6/10/2024,1,On,1294,38.5,0.75,2.084,3.079,17.23,269.95,14.93,14.87,6.9,5,892.37,5465.5,5465.5,91.09,91.09,9.796,6/10/2024
-111.7113166,33.08185462,Azule 1,TaskName 6/10/2024,Wheat (Durum),4092,6/10/2024,1,On,1294,38.5,0.75,2.104,3.088,14.98,270.22,14.71,14.93,6.939,5,896.04,5470.5,5470.5,91.18,91.18,9.828,6/10/2024
-111.7113267,33.08185473,Azule 1,TaskName 6/10/2024,Wheat (Durum),4093,6/10/2024,1,On,1294.1,38.5,0.75,2.051,3.088,15.78,270.16,14.86,14.72,7.041,5,883.28,5392.6,5392.6,89.88,89.88,9.828,6/10/2024
-111.7113367,33.08185468,Azule 1,TaskName 6/10/2024,Wheat (Durum),4094,6/10/2024,1,On,1294.1,38.5,0.75,2.153,3.069,15.47,269.99,15.69,14.94,7.138,5,896.64,5509.3,5509.3,91.82,91.82,9.765,6/10/2024
-111.7113469,33.08185469,Azule 1,TaskName 6/10/2024,Wheat (Durum),4095,6/10/2024,1.001,On,1294,38.5,0.75,2.127,3.124,16.55,270,15.05,15.57,7.241,5,934.1,5642.7,5642.7,94.04,94.04,9.933,6/10/2024
